Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
345.49754,372.12219,342.50162,372.12219,0.736396,261.572712666,0.355206590837
359.99999,360.0,346.77149,360.0,0.91175257,326.821065128,0.358453681274
359.99921,359.99921,350.0,352.0,33.15403559,11610.596872,0.35020161694699997
351.39,358.97728,350.0,350.0,0.60427,213.1370558,0.35271824813400005
350.00002,358.98149,342.0358,342.0358,22.78194508,7914.09625858,0.347384572774
358.91536,358.91536,330.09,330.09,4.44562421,1519.80936198,0.34186635896
330.01751,355.32632,315.02003,329.99159,30.10600748,9766.46325338,0.32440247216
332.16906,365.0,310.0,311.00761,25.95794548,8871.40490149,0.34176067240499997
320.0,368.11872,310.03348,349.9843,2.96543651,994.294239556,0.33529439467100003
348.99232,348.99232,330.99999,330.99999,3.53836,1204.83896996,0.340507740863
330.99995,334.64022,319.67298,325.01,38.70189724,12760.8774707,0.329722271536
325.26494,327.06197,325.26494,327.06197,0.58067,189.058166803,0.32558624830500005
342.07621,342.07621,329.91612,338.74738,0.57162252,191.826058449,0.3355817025
338.55338,338.55338,320.38037,320.38037,4.10771905,1354.42921952,0.329727813181
0.0,0.0,0.0,0.0,0.0,0.0,0.0
320.47921,320.47921,320.47921,320.47921,0.01,3.2047921,0.32047921
320.04136,320.04136,313.37433,319.0,3.77885938,1203.83120767,0.318569993381
319.0,320.04136,313.01017,313.01017,1.87,596.52666944,0.318998218952
321.0,325.0,313.99999,314.76001,29.96773833,9563.64933914,0.31913150181100003
338.95292,338.95292,313.0,313.0,4.55357172,1428.58597131,0.313728663817
319.1346,319.1378,315.46334,319.1378,9.60519734,3065.01397394,0.31909953179
